flow_margin_trajectory_with_q3_lead,cases,su_wins,su_win_rate,break_even_ml,covers,cover_rate_pregame_spread,avg_final_margin,median_q3_wp,sample_flag
P1_NOT_WIN_AFTER_Q1_NOT_WIN__P2_WIN_AFTER_Q2_NOT_WIN__P3_WIN_AFTER_Q3_WIN__Q1_TRAIL_4_7__Q2_TRAIL_4_7__Q3_LEAD_14_PLUS__Q3_LEAD_8+,1,1,1.0,,1,1.0,3.0,0.970276951789856,SAMPLE_TOO_SMALL
P1_NOT_WIN_AFTER_Q1_NOT_WIN__P2_WIN_AFTER_Q2_NOT_WIN__P3_WIN_AFTER_Q3_WIN__Q1_TRAIL_4_7__Q2_TRAIL_4_7__Q3_LEAD_4_7__Q3_LEAD_4-7,1,1,1.0,,1,1.0,18.0,0.6898133158683777,SAMPLE_TOO_SMALL
P1_NOT_WIN_AFTER_Q1_NOT_WIN__P2_WIN_AFTER_Q2_WIN__P3_NOT_WIN_AFTER_Q3_WIN__Q1_TRAIL_4_7__Q2_LEAD_14_PLUS__Q3_LEAD_8_13__Q3_LEAD_8+,1,1,1.0,,1,1.0,2.0,0.8572501540184021,SAMPLE_TOO_SMALL
P1_NOT_WIN_AFTER_Q1_NOT_WIN__P2_WIN_AFTER_Q2_WIN__P3_NOT_WIN_AFTER_Q3_WIN__Q1_TRAIL_8_13__Q2_LEAD_8_13__Q3_LEAD_8_13__Q3_LEAD_8+,1,1,1.0,,1,1.0,2.0,0.8427888751029968,SAMPLE_TOO_SMALL
P1_NOT_WIN_AFTER_Q1_NOT_WIN__P2_WIN_AFTER_Q2_WIN__P3_WIN_AFTER_Q3_WIN__Q1_TRAIL_14_PLUS__Q2_LEAD_1_3__Q3_LEAD_8_13__Q3_LEAD_8+,1,1,1.0,,1,1.0,17.0,0.9535378217697144,SAMPLE_TOO_SMALL
P1_NOT_WIN_AFTER_Q1_NOT_WIN__P2_WIN_AFTER_Q2_WIN__P3_WIN_AFTER_Q3_WIN__Q1_TRAIL_4_7__Q2_LEAD_14_PLUS__Q3_LEAD_14_PLUS__Q3_LEAD_8+,1,1,1.0,,1,1.0,11.0,0.9991179704666138,SAMPLE_TOO_SMALL
P1_NOT_WIN_AFTER_Q1_NOT_WIN__P2_WIN_AFTER_Q2_WIN__P3_WIN_AFTER_Q3_WIN__Q1_TRAIL_4_7__Q2_LEAD_1_3__Q3_LEAD_1_3__Q3_LEAD_1-3,1,1,1.0,,1,1.0,2.0,0.6380667090415955,SAMPLE_TOO_SMALL
P1_NOT_WIN_AFTER_Q1_NOT_WIN__P2_WIN_AFTER_Q2_WIN__P3_WIN_AFTER_Q3_WIN__Q1_TRAIL_8_13__Q2_LEAD_14_PLUS__Q3_LEAD_14_PLUS__Q3_LEAD_8+,1,1,1.0,,1,1.0,28.0,0.9996097683906555,SAMPLE_TOO_SMALL
P1_NOT_WIN_AFTER_Q1_NOT_WIN__P2_WIN_AFTER_Q2_WIN__P3_WIN_AFTER_Q3_WIN__Q1_TRAIL_8_13__Q2_LEAD_1_3__Q3_LEAD_8_13__Q3_LEAD_8+,1,1,1.0,,1,1.0,20.0,0.9218201637268066,SAMPLE_TOO_SMALL
P1_NOT_WIN_AFTER_Q1_NOT_WIN__P2_WIN_AFTER_Q2_WIN__P3_WIN_AFTER_Q3_WIN__Q1_TRAIL_8_13__Q2_LEAD_4_7__Q3_LEAD_4_7__Q3_LEAD_4-7,1,1,1.0,,1,1.0,3.0,0.8238368034362793,SAMPLE_TOO_SMALL
P1_WIN_AFTER_Q1_WIN__P2_NOT_WIN_AFTER_Q2_NOT_WIN__P3_WIN_AFTER_Q3_WIN__Q1_LEAD_14_PLUS__Q2_TIE__Q3_LEAD_1_3__Q3_LEAD_1-3,1,1,1.0,,1,1.0,12.0,0.6766684055328369,SAMPLE_TOO_SMALL
P1_WIN_AFTER_Q1_WIN__P2_NOT_WIN_AFTER_Q2_NOT_WIN__P3_WIN_AFTER_Q3_WIN__Q1_LEAD_14_PLUS__Q2_TIE__Q3_LEAD_4_7__Q3_LEAD_4-7,1,1,1.0,,1,1.0,5.0,0.8474739193916321,SAMPLE_TOO_SMALL
P1_WIN_AFTER_Q1_WIN__P2_NOT_WIN_AFTER_Q2_NOT_WIN__P3_WIN_AFTER_Q3_WIN__Q1_LEAD_1_3__Q2_TRAIL_4_7__Q3_LEAD_8_13__Q3_LEAD_8+,1,1,1.0,,1,1.0,14.0,0.8293628096580505,SAMPLE_TOO_SMALL
P1_WIN_AFTER_Q1_WIN__P2_NOT_WIN_AFTER_Q2_NOT_WIN__P3_WIN_AFTER_Q3_WIN__Q1_LEAD_8_13__Q2_TIE__Q3_LEAD_4_7__Q3_LEAD_4-7,1,1,1.0,,1,1.0,11.0,0.808327853679657,SAMPLE_TOO_SMALL
P1_WIN_AFTER_Q1_WIN__P2_NOT_WIN_AFTER_Q2_WIN__P3_NOT_WIN_AFTER_Q3_WIN__Q1_LEAD_14_PLUS__Q2_LEAD_8_13__Q3_LEAD_4_7__Q3_LEAD_4-7,1,1,1.0,,1,1.0,4.0,0.7874918580055237,SAMPLE_TOO_SMALL
P1_WIN_AFTER_Q1_WIN__P2_NOT_WIN_AFTER_Q2_WIN__P3_WIN_AFTER_Q3_WIN__Q1_LEAD_14_PLUS__Q2_LEAD_1_3__Q3_LEAD_8_13__Q3_LEAD_8+,1,1,1.0,,1,1.0,6.0,0.9021660685539246,SAMPLE_TOO_SMALL
P1_WIN_AFTER_Q1_WIN__P2_NOT_WIN_AFTER_Q2_WIN__P3_WIN_AFTER_Q3_WIN__Q1_LEAD_8_13__Q2_LEAD_1_3__Q3_LEAD_14_PLUS__Q3_LEAD_8+,1,1,1.0,,1,1.0,13.0,0.9802913665771484,SAMPLE_TOO_SMALL
P1_WIN_AFTER_Q1_WIN__P2_NOT_WIN_AFTER_Q2_WIN__P3_WIN_AFTER_Q3_WIN__Q1_LEAD_8_13__Q2_LEAD_1_3__Q3_LEAD_1_3__Q3_LEAD_1-3,1,1,1.0,,1,1.0,6.0,0.5825713276863098,SAMPLE_TOO_SMALL
P1_WIN_AFTER_Q1_WIN__P2_WIN_AFTER_Q2_WIN__P3_NOT_WIN_AFTER_Q3_WIN__Q1_LEAD_1_3__Q2_LEAD_14_PLUS__Q3_LEAD_1_3__Q3_LEAD_1-3,1,1,1.0,,1,1.0,2.0,0.7267355918884277,SAMPLE_TOO_SMALL
P1_WIN_AFTER_Q1_WIN__P2_WIN_AFTER_Q2_WIN__P3_NOT_WIN_AFTER_Q3_WIN__Q1_LEAD_1_3__Q2_LEAD_14_PLUS__Q3_LEAD_4_7__Q3_LEAD_4-7,1,1,1.0,,1,1.0,10.0,0.8582152724266052,SAMPLE_TOO_SMALL
P1_WIN_AFTER_Q1_WIN__P2_WIN_AFTER_Q2_WIN__P3_NOT_WIN_AFTER_Q3_WIN__Q1_LEAD_8_13__Q2_LEAD_8_13__Q3_LEAD_1_3__Q3_LEAD_1-3,1,1,1.0,,1,1.0,3.0,0.6515413522720337,SAMPLE_TOO_SMALL
P1_WIN_AFTER_Q1_WIN__P2_WIN_AFTER_Q2_WIN__P3_NOT_WIN_AFTER_Q3_WIN__Q1_LEAD_8_13__Q2_LEAD_8_13__Q3_LEAD_8_13__Q3_LEAD_8+,1,1,1.0,,1,1.0,16.0,0.9558101892471313,SAMPLE_TOO_SMALL
P1_WIN_AFTER_Q1_WIN__P2_WIN_AFTER_Q2_WIN__P3_WIN_AFTER_Q3_WIN__Q1_LEAD_1_3__Q2_LEAD_1_3__Q3_LEAD_4_7__Q3_LEAD_4-7,1,1,1.0,,1,1.0,2.0,0.7468512654304504,SAMPLE_TOO_SMALL
P1_WIN_AFTER_Q1_WIN__P2_WIN_AFTER_Q2_WIN__P3_WIN_AFTER_Q3_WIN__Q1_LEAD_1_3__Q2_LEAD_4_7__Q3_LEAD_14_PLUS__Q3_LEAD_8+,1,1,1.0,,1,1.0,23.0,0.9570392370223999,SAMPLE_TOO_SMALL
P1_NOT_WIN_AFTER_Q1_NOT_WIN__P2_NOT_WIN_AFTER_Q2_NOT_WIN__P3_WIN_AFTER_Q3_WIN__Q1_TIE__Q2_TRAIL_14_PLUS__Q3_LEAD_1_3__Q3_LEAD_1-3,1,0,0.0,,1,1.0,-3.0,0.5570111870765686,SAMPLE_TOO_SMALL
P1_NOT_WIN_AFTER_Q1_NOT_WIN__P2_NOT_WIN_AFTER_Q2_NOT_WIN__P3_WIN_AFTER_Q3_WIN__Q1_TRAIL_1_3__Q2_TRAIL_1_3__Q3_LEAD_1_3__Q3_LEAD_1-3,1,0,0.0,,1,1.0,-3.0,0.8166044354438782,SAMPLE_TOO_SMALL
P1_NOT_WIN_AFTER_Q1_NOT_WIN__P2_NOT_WIN_AFTER_Q2_NOT_WIN__P3_WIN_AFTER_Q3_WIN__Q1_TRAIL_1_3__Q2_TRAIL_8_13__Q3_LEAD_1_3__Q3_LEAD_1-3,1,0,0.0,,1,1.0,-2.0,0.3880554437637329,SAMPLE_TOO_SMALL
P1_NOT_WIN_AFTER_Q1_NOT_WIN__P2_NOT_WIN_AFTER_Q2_NOT_WIN__P3_WIN_AFTER_Q3_WIN__Q1_TRAIL_4_7__Q2_TRAIL_14_PLUS__Q3_LEAD_4_7__Q3_LEAD_4-7,1,0,0.0,,1,1.0,-2.0,0.7820000648498535,SAMPLE_TOO_SMALL
P1_NOT_WIN_AFTER_Q1_NOT_WIN__P2_WIN_AFTER_Q2_NOT_WIN__P3_WIN_AFTER_Q3_WIN__Q1_TRAIL_14_PLUS__Q2_TIE__Q3_LEAD_1_3__Q3_LEAD_1-3,1,0,0.0,,0,0.0,-11.0,0.5580189228057861,SAMPLE_TOO_SMALL
P1_NOT_WIN_AFTER_Q1_NOT_WIN__P2_WIN_AFTER_Q2_NOT_WIN__P3_WIN_AFTER_Q3_WIN__Q1_TRAIL_14_PLUS__Q2_TRAIL_8_13__Q3_LEAD_1_3__Q3_LEAD_1-3,1,0,0.0,,0,0.0,-6.0,0.4701414704322815,SAMPLE_TOO_SMALL
P1_NOT_WIN_AFTER_Q1_NOT_WIN__P2_WIN_AFTER_Q2_NOT_WIN__P3_WIN_AFTER_Q3_WIN__Q1_TRAIL_1_3__Q2_TRAIL_1_3__Q3_LEAD_8_13__Q3_LEAD_8+,1,0,0.0,,1,1.0,-6.0,0.8368514180183411,SAMPLE_TOO_SMALL
P1_NOT_WIN_AFTER_Q1_NOT_WIN__P2_WIN_AFTER_Q2_NOT_WIN__P3_WIN_AFTER_Q3_WIN__Q1_TRAIL_8_13__Q2_TRAIL_4_7__Q3_LEAD_1_3__Q3_LEAD_1-3,1,0,0.0,,1,1.0,-2.0,0.5807107090950012,SAMPLE_TOO_SMALL
P1_NOT_WIN_AFTER_Q1_NOT_WIN__P2_WIN_AFTER_Q2_WIN__P3_WIN_AFTER_Q3_WIN__Q1_TRAIL_4_7__Q2_LEAD_4_7__Q3_LEAD_4_7__Q3_LEAD_4-7,1,0,0.0,,0,0.0,-3.0,0.7321003675460815,SAMPLE_TOO_SMALL
P1_NOT_WIN_AFTER_Q1_NOT_WIN__P2_WIN_AFTER_Q2_WIN__P3_WIN_AFTER_Q3_WIN__Q1_TRAIL_4_7__Q2_LEAD_8_13__Q3_LEAD_8_13__Q3_LEAD_8+,1,0,0.0,,1,1.0,-1.0,0.9655742645263672,SAMPLE_TOO_SMALL
P1_NOT_WIN_AFTER_Q1_NOT_WIN__P2_WIN_AFTER_Q2_WIN__P3_WIN_AFTER_Q3_WIN__Q1_TRAIL_8_13__Q2_LEAD_1_3__Q3_LEAD_4_7__Q3_LEAD_4-7,1,0,0.0,,0,0.0,-14.0,0.8037495017051697,SAMPLE_TOO_SMALL
P1_WIN_AFTER_Q1_WIN__P2_NOT_WIN_AFTER_Q2_NOT_WIN__P3_WIN_AFTER_Q3_WIN__Q1_LEAD_1_3__Q2_TRAIL_8_13__Q3_LEAD_1_3__Q3_LEAD_1-3,1,0,0.0,,1,1.0,-6.0,0.4697226881980896,SAMPLE_TOO_SMALL
P1_WIN_AFTER_Q1_WIN__P2_NOT_WIN_AFTER_Q2_NOT_WIN__P3_WIN_AFTER_Q3_WIN__Q1_LEAD_4_7__Q2_TIE__Q3_LEAD_8_13__Q3_LEAD_8+,1,0,0.0,,1,1.0,-4.0,0.8602086901664734,SAMPLE_TOO_SMALL
P1_WIN_AFTER_Q1_WIN__P2_NOT_WIN_AFTER_Q2_NOT_WIN__P3_WIN_AFTER_Q3_WIN__Q1_LEAD_4_7__Q2_TRAIL_8_13__Q3_LEAD_1_3__Q3_LEAD_1-3,1,0,0.0,,0,0.0,-14.0,0.530272364616394,SAMPLE_TOO_SMALL
P1_WIN_AFTER_Q1_WIN__P2_NOT_WIN_AFTER_Q2_NOT_WIN__P3_WIN_AFTER_Q3_WIN__Q1_LEAD_8_13__Q2_TIE__Q3_LEAD_1_3__Q3_LEAD_1-3,1,0,0.0,,1,1.0,-4.0,0.6177063584327698,SAMPLE_TOO_SMALL
P1_WIN_AFTER_Q1_WIN__P2_NOT_WIN_AFTER_Q2_NOT_WIN__P3_WIN_AFTER_Q3_WIN__Q1_LEAD_8_13__Q2_TRAIL_4_7__Q3_LEAD_1_3__Q3_LEAD_1-3,1,0,0.0,,0,0.0,-3.0,0.7413084506988525,SAMPLE_TOO_SMALL
P1_WIN_AFTER_Q1_WIN__P2_NOT_WIN_AFTER_Q2_WIN__P3_WIN_AFTER_Q3_WIN__Q1_LEAD_4_7__Q2_LEAD_1_3__Q3_LEAD_1_3__Q3_LEAD_1-3,1,0,0.0,,0,0.0,-7.0,0.4487271308898926,SAMPLE_TOO_SMALL
P1_WIN_AFTER_Q1_WIN__P2_WIN_AFTER_Q2_WIN__P3_NOT_WIN_AFTER_Q3_WIN__Q1_LEAD_14_PLUS__Q2_LEAD_14_PLUS__Q3_LEAD_1_3__Q3_LEAD_1-3,1,0,0.0,,0,0.0,-4.0,0.6213634014129639,SAMPLE_TOO_SMALL
P1_WIN_AFTER_Q1_WIN__P2_WIN_AFTER_Q2_WIN__P3_NOT_WIN_AFTER_Q3_WIN__Q1_LEAD_4_7__Q2_LEAD_14_PLUS__Q3_LEAD_1_3__Q3_LEAD_1-3,1,0,0.0,,1,1.0,-4.0,0.6758416295051575,SAMPLE_TOO_SMALL
P1_WIN_AFTER_Q1_WIN__P2_WIN_AFTER_Q2_WIN__P3_NOT_WIN_AFTER_Q3_WIN__Q1_LEAD_8_13__Q2_LEAD_14_PLUS__Q3_LEAD_1_3__Q3_LEAD_1-3,1,0,0.0,,1,1.0,-1.0,0.6531566381454468,SAMPLE_TOO_SMALL
